title,phone,address
Sbarro,(414) 475-9775,"2500 N Mayfair RdMilwaukee, WI 53226"
Boston Market,(414) 329-0909,"2678 S 108th StMilwaukee, WI 53227"
Culver's,(414) 760-0500,"7515 W Good Hope RdMilwaukee, WI 53223"
Golden Gyros,(414) 541-7580,"7233 W Lincoln AveMilwaukee, WI 53219"
Culver's,(414) 645-1011,"1641 Miller Park WayMilwaukee, WI 53214"
Steak Escape,(414) 771-3330,"2500 N Mayfair RdMilwaukee, WI 53226"
Culver's,(414) 289-0310,"275 W Wisconsin AveMilwaukee, WI 53203"
Rocky Rococo Pizza and Pasta,(414) 481-1616,"4849 S Howell AveMilwaukee, WI 53207"
Boston Market,(414) 671-6200,"3511 S 27th StMilwaukee, WI 53221"
Culver's,(414) 489-7777,"575 W Layton AveMilwaukee, WI 53207"
Chinese Pagoda,(414) 774-8400,"7200 W North AveMilwaukee, WI 53213"
Church's Chicken,(414) 961-2512,"242 E Capitol DrMilwaukee, WI 53212"
Kfc,(414) 351-4495,"7242 N Teutonia AveMilwaukee, WI 53209"
Express Gyros,(414) 466-5456,"5130 W Hampton AveMilwaukee, WI 53218"
Subway,(414) 204-8880,"3067 N Holton StMilwaukee, WI 53212"
Taco Bell,(414) 461-7500,"5441 N Lovers Lane RdMilwaukee, WI 53225"
Taco Bell,(414) 344-7778,"2210 W Wisconsin AveMilwaukee, WI 53233"
McDonald's,(414) 535-7869,"8220 W Hampton AveMilwaukee, WI 53218"
Taco Bell,(414) 383-6449,"150 W Holt AveMilwaukee, WI 53207"
Taco Bell,(414) 389-0405,"3334 S 27th StMilwaukee, WI 53215"
Taco Bell,(414) 747-0580,"230 W Layton AveMilwaukee, WI 53207"
Taco Bell,(414) 875-8562,"5751 W Fond Du Lac AveMilwaukee, WI 53216"
Taco Bell,(414) 365-6378,"8030 W Brown Deer RdMilwaukee, WI 53223"
McDonald's,(414) 645-0606,"2520 W National AveMilwaukee, WI 53204"
Subway,(414) 525-8233,"10600 W Layton AveMilwaukee, WI 53228"
Taco Bell,(414) 906-0426,"230 E Capitol DrMilwaukee, WI 53212"
Taco Bell,(414) 871-9031,"5630 W North AveMilwaukee, WI 53208"
Kfc,(414) 662-4122,"1402 South 43rd StreetMilwaukee, WI 53214"
Taco Bell,(414) 727-2226,"3191 S 76th StMilwaukee, WI 53219"
Taco Bell,(414) 527-1227,"4143 N 76th StMilwaukee, WI 53222"
Taco Bell,(414) 761-3335,"6268 S 27th StMilwaukee, WI 53221"
Wingstop,(414) 677-0424,"733 N Milwaukee StMilwaukee, WI 53202"
Shake Shack Third Ward,(414) 509-1080,"220 E Buffalo St Ste 110Milwaukee, WI 53202"
Chick-fil-A,(866) 232-2040,"1111 N Vel R Phillips AveMilwaukee, WI 53203"
Jersey Mike's Subs,(414) 539-3253,"544 E Ogden AveMilwaukee, WI 53202"
Jimmy John's,(414) 347-1234,"1425 N Jefferson StMilwaukee, WI 53202"
Cousins Subs,(414) 312-6709,"117 W National AveMilwaukee, WI 53204"
QDOBA Mexican Eats,(414) 847-7015,"1348 E Brady StMilwaukee, WI 53202"
Wendy's,(414) 263-7397,"633 W North AveMilwaukee, WI 53212"
Pizza Hut,(414) 643-6200,"1840 S 15th St Pizza Hut #478Milwaukee, WI 53204"
Eastside Tap,(414) 223-1500,"2305 N Prospect AveMilwaukee, WI 53211"
Wendy's,(414) 933-9144,"914 N 27th StMilwaukee, WI 53208"
Subway,(414) 383-8340,"725 S Layton BlvdMilwaukee, WI 53215"
Subway,(414) 897-7200,"1921 W Mitchell StMilwaukee, WI 53204"
Subway,(414) 383-2199,"4140 W Greenfield AveMilwaukee, WI 53215"
Domino's Pizza,(414) 444-5100,"4221 W North AveMilwaukee, WI 53208"
Popeyes Louisiana Kitchen,(414) 882-8704,"4209 W Greenfield AveMilwaukee, WI 53215"
QDOBA Mexican Eats,(414) 755-4604,"1240 Miller Park WayMilwaukee, WI 53214"
Subway,(414) 744-2770,"2970 S Chase AveMilwaukee, WI 53207"
Subway,(414) 431-2833,"3909 N Richards StMilwaukee, WI 53212"
Wendy's,(414) 744-9160,"3050 S Chase AveMilwaukee, WI 53207"
Wendy's,(414) 962-6759,"627 E Capitol DrMilwaukee, WI 53212"
Buffalo Wild Wings 'GO',(414) 299-6522,"1621 Miller Park WayMilwaukee, WI 53214"
Wendy's,(414) 873-4763,"4601 W North AveMilwaukee, WI 53208"
Domino's Pizza,(414) 644-5444,"2149 Miller Park WayMilwaukee, WI 53219"
Wendy's,(414) 384-0076,"2310 S 43rd StMilwaukee, WI 53219"
Wendy's,(414) 873-4835,"2725 W Capitol DrMilwaukee, WI 53216"
McDonald's,(414) 871-0770,"2700 W Capitol DrMilwaukee, WI 53216"
Burger King,(414) 210-2324,"3219 S 27th StMilwaukee, WI 53215"
McDonald's,(414) 258-4906,"6409 W Bluemound RdMilwaukee, WI 53213"
Subway,(414) 671-7000,"3355 S 27th StMilwaukee, WI 53215"
Domino's Pizza,(414) 539-3409,"3500 W Capitol DrMilwaukee, WI 53216"
Dairy Queen (Treat),(414) 962-9440,"245 E Hampton RdMilwaukee, WI 53217"
Pizza Hut,(414) 383-3633,"3555 S 27th StMilwaukee, WI 53221"
Wingstop,(414) 895-9080,"5610 W Capitol DrMilwaukee, WI 53216"
Wendy's,(414) 438-1435,"6225 W Capitol DrMilwaukee, WI 53216"
Domino's Pizza,(414) 533-4000,"552 W Layton AveMilwaukee, WI 53207"
Wendy's,(414) 747-4679,"580 W Layton AveMilwaukee, WI 53207"
Subway,(414) 744-6111,"4709 S Howell AveMilwaukee, WI 53207"
Domino's Pizza,(414) 462-8999,"7131 W Capitol DrMilwaukee, WI 53216"
Domino's Pizza,(414) 763-3597,"6015 W Forest Home AveMilwaukee, WI 53220"
Burger King,(414) 763-8912,"7501 W Oklahoma AveMilwaukee, WI 53219"
Pizza Hut,(414) 543-3550,"3921 S 76th StMilwaukee, WI 53220"
Firehouse Subs,(414) 212-8913,"1701 N Mayfair RdMilwaukee, WI 53226"
Jersey Mike's Subs,(414) 321-1170,"3007 S 108th StMilwaukee, WI 53227"
Pizza Hut,(414) 461-0500,"10400 W Silver Spring Dr Ste 200Milwaukee, WI 53225"
Wendy's,(414) 461-9809,"11201 W Silver Spring DrMilwaukee, WI 53225"
Domino's Pizza,(414) 462-8070,"5430 N Lovers Lane RdMilwaukee, WI 53225"
Subway,(414) 540-6970,"383 W Brown Deer Rd Stop 5Milwaukee, WI 53217"
McDonald's,(414) 446-9199,"76th And Good Hope RdMilwaukee, WI 53223"
Wendy's,(414) 355-0967,"8331 W Brown Deer RdMilwaukee, WI 53223"
Subway,(414) 273-1077,"275 W Wisconsin Ave Ste 3065Milwaukee, WI 53203"
Cousins Subs,(414) 224-6050,"1001 N Dr Martin Luther King Jr DrMilwaukee, WI 53203"
Gyro Mke,(414) 273-4976,"700 W Wisconsin AveMilwaukee, WI 53233"
Mazorca Tacos,(414) 810-6603,"209 S 1st StMilwaukee, WI 53204"
Bettys Burgers and Custard,(414) 249-4972,"1233 E Brady StMilwaukee, WI 53202"
Burger King,(414) 344-9840,"1400 W Wells StMilwaukee, WI 53233"
Subway,(414) 933-1200,"1404 W Wells StMilwaukee, WI 53233"
Subway,(414) 272-8686,"1426 E Brady StMilwaukee, WI 53202"
Subway,(414) 372-9925,"2244 N Dr Martin Luther King DrMilwaukee, WI 53212"
Burger King,(414) 278-9800,"2045 N Prospect AveMilwaukee, WI 53202"
"Mr. Taco, Wings",(414) 837-4035,"831 S Cesar E Chavez DrMilwaukee, WI 53204"
Subway,(414) 488-2001,"2219 N Farwell AveMilwaukee, WI 53202"
Popeyes Louisiana Kitchen,(414) 265-9889,"405 W Center StMilwaukee, WI 53212"
Subway,(414) 489-2237,"2121 S Kinnickinnic Ave Unit 8Milwaukee, WI 53207"
Mr Gyros Grill & Cafe,(414) 301-9135,"2318 S 10th StMilwaukee, WI 53215"
Taco Bell,(414) 229-4146,"2200 E Kenwood BlvdMilwaukee, WI 53211"
Valley Inn,(414) 344-1158,"4000 W Clybourn StMilwaukee, WI 53208"
Subway,(414) 967-2755,"3116 N Downer AveMilwaukee, WI 53211"
Subway,(414) 873-5338,"3434 W North AveMilwaukee, WI 53208"
Cousins Subs,(414) 747-0800,"2867 S Kinnickinnic AveMilwaukee, WI 53207"
Taco Bell,(414) 444-2105,"3440 W Fond Du Lac AveMilwaukee, WI 53210"
Taco John's,(262) 330-0450,"2172 Miller Park WayMilwaukee, WI 53219"
Taco Bell,(414) 383-6449,"260 W Holt AveMilwaukee, WI 53207"
Popeyes Louisiana Kitchen,(414) 445-9999,"2910 W Capitol DrMilwaukee, WI 53216"
Dairy Queen,(414) 643-0665,"2901 W Morgan AveMilwaukee, WI 53221"
Cousins Subs,(414) 459-3706,"4115 N 56th StMilwaukee, WI 53216"
Subway,(414) 255-8520,"2908 W Villard AveMilwaukee, WI 53209"
Cousins Subs,(414) 481-8700,"3058 E Layton AveMilwaukee, WI 53207"
Subway,(414) 434-1938,"7600 W Capitol DrMilwaukee, WI 53222"
Dairy Queen,(414) 476-0946,"2900 N Mayfair RdMilwaukee, WI 53226"
Subway,(414) 337-7827,"Clinical Building Floor 2 9000 W Wisconsin AvenueMilwaukee, WI 53226"
Popeyes Louisiana Kitchen,(414) 466-3666,"6120 W Silver Spring DrMilwaukee, WI 53218"
Cousins Subs,(414) 453-7710,"853 N Mayfair RdMilwaukee, WI 53226"
Cousins Subs,(414) 226-6047,"1469 S 108th StMilwaukee, WI 53214"
Dairy Queen,(414) 453-8920,"10823 W Greenfield AveMilwaukee, WI 53214"
Subway,(414) 453-5561,"2500 N Mayfair Rd Ste M256Milwaukee, WI 53226"
Dairy Queen,(414) 476-0946,"2500 N Mayfair Rd Ste M149Milwaukee, WI 53226"
Subway,(414) 771-4069,"11216 W Bluemound RdMilwaukee, WI 53226"
Wingstop Restaurant,(414) 282-9464,"4828 S 76th StMilwaukee, WI 53220"
The Ultimate Salad Bar,(414) 327-1993,"10922 W National AveMilwaukee, WI 53227"
Taco Bell,(414) 351-4495,"7242 N Teutonia AveMilwaukee, WI 53209"
Cousins Subs,(414) 476-1200,"12325 W Burleigh StMilwaukee, WI 53222"
Popeyes Louisiana Kitchen,(414) 353-9925,"7525 W Good Hope RdMilwaukee, WI 53223"
Dairy Queen,(414) 540-2106,"333 W Brown Deer RdMilwaukee, WI 53217"
Subway,(414) 357-0534,"6300 W Brown Deer RdMilwaukee, WI 53223"
Church's Chicken,(414) 365-3077,"8101 W Brown Deer RdMilwaukee, WI 53223"
Lincoln Gyro,(414) 383-4343,"2314 S 27th StMilwaukee, WI 53215"
Breadsmith,(414) 962-1122,"2632 N Downer AveMilwaukee, WI 53211"
McDonald's,(414) 442-5170,"5265 W Fond Du Lac AveMilwaukee, WI 53216"
Cousins Subs,(414) 294-5633,"552 W Layton AveMilwaukee, WI 53207"
McDonald's,(414) 463-7332,"7451 W Appleton AveMilwaukee, WI 53216"
Kfc,(414) 672-6360,"1570 W Mitchell StMilwaukee, WI 53204"
Kfc,(414) 771-6530,"6706 W North AveMilwaukee, WI 53213"
Kfc,(414) 461-1130,"7343 W Appleton AveMilwaukee, WI 53216"
Subway,(414) 645-5277,"1009 S 1st StMilwaukee, WI 53204"
McDonald's,(414) 645-3660,"1575 W Washington StMilwaukee, WI 53204"
Popeyes Louisiana Kitchen,(414) 882-8340,"2399 W North AveMilwaukee, WI 53205"
Domino's Pizza,(414) 332-6888,"3139 N Oakland AveMilwaukee, WI 53211"
McDonald's,(414) 769-0730,"830 E Potter AveMilwaukee, WI 53207"
Arby's,(414) 483-3495,"115 W Oklahoma AveMilwaukee, WI 53207"
McDonald's,(414) 482-3336,"617 W Oklahoma AveMilwaukee, WI 53215"
QDOBA Mexican Eats,(414) 755-8001,"1417 N Wauwatosa AveMilwaukee, WI 53213"
McDonald's,(414) 616-9862,"4925 W Hampton AveMilwaukee, WI 53218"
Cousins Subs,(414) 321-4650,"5121 W Howard AveMilwaukee, WI 53220"
Cousins Subs,(414) 527-1501,"4134 W Villard AveMilwaukee, WI 53209"
Subway,(414) 445-1901,"9109 W Burleigh StMilwaukee, WI 53222"
Subway,(414) 282-3555,"5256 S 27th StMilwaukee, WI 53221"
Subway,(414) 231-9275,"4825 N 76th StMilwaukee, WI 53218"
Subway,(414) 604-0001,"9115 W Oklahoma Ave Unit BMilwaukee, WI 53227"
McDonald's,(414) 764-3331,"6262 S 13th StMilwaukee, WI 53221"
Cousins Subs,(414) 466-7100,"7140 N 76th StMilwaukee, WI 53223"
Gyro Palace,(414) 298-9622,"602 S 2nd StMilwaukee, WI 53204"
Filippo's Pizza & Broasted Chicken,(414) 607-1878,"2330 N 124th StMilwaukee, WI 53226"
Kfc,(414) 486-0634,"110 W Layton AveMilwaukee, WI 53207"
Subway,(414) 206-4180,"7213 N Teutonia AveMilwaukee, WI 53209"
McDonald's,(414) 461-1040,"5739 W Silver Spring DrMilwaukee, WI 53218"
McDonald's,(414) 321-1520,"3137 S 76th StMilwaukee, WI 53219"
Subway,(414) 354-1090,"6514 W Brown Deer RdMilwaukee, WI 53223"
Burger King,(414) 263-4161,"4040 N Green Bay AveMilwaukee, WI 53209"
McDonald's,(414) 352-6585,"7170 N Teutonia AveMilwaukee, WI 53209"
Kfc,(414) 562-5061,"2470 N Dr Martin Luther King Jr DrMilwaukee, WI 53212"
Kfc,(414) 462-7880,"4400 N 60th StMilwaukee, WI 53218"
Subway,(414) 220-4555,"1200 N Van Buren StMilwaukee, WI 53202"
Cousins Subs,(414) 277-7007,"1612 W Wisconsin AveMilwaukee, WI 53233"
McDonald's,(414) 645-9203,"1931 S 14th StMilwaukee, WI 53204"
Burger King,(414) 229-4146,"2200 E Kenwood BlvdMilwaukee, WI 53211"
Popeyes Louisiana Kitchen,(414) 882-8127,"207 E Capitol DrMilwaukee, WI 53212"
Cousins Subs,(414) 963-9773,"801 E Capitol DrMilwaukee, WI 53212"
McDonald's,(414) 964-7485,"420 E Capitol DrMilwaukee, WI 53212"
McDonald's,(464) 927-1235,"2612 W Morgan AveMilwaukee, WI 53221"
Subway,(414) 321-5344,"3025 S 60th StMilwaukee, WI 53219"
Subway,(414) 444-7827,"5800 W Capitol Dr Spc 31Milwaukee, WI 53216"
McDonald's,(414) 461-4940,"5191 N Teutonia AveMilwaukee, WI 53209"
McDonald's,(414) 482-4780,"191 W Layton AveMilwaukee, WI 53207"
Popeyes Louisiana Kitchen,(414) 710-6795,"7458 W Appleton AveMilwaukee, WI 53216"
Subway,(414) 763-8964,"3929 S 76th StMilwaukee, WI 53220"
Cousins Subs,(414) 466-9021,"9015 W Appleton AveMilwaukee, WI 53225"
Burger King,(414) 353-1555,"6544 N 76th StMilwaukee, WI 53223"
Cousins Subs,(414) 466-5158,"11401 W Silver Spring DrMilwaukee, WI 53225"
Subway,(414) 578-2929,"5401 N Lovers Lane Rd Stop 1Milwaukee, WI 53225"
Cousins Subs,(414) 220-9444,"1233 E Brady StMilwaukee, WI 53202"
Cousins Subs,(414) 453-0500,"6738 W Greenfield AveMilwaukee, WI 53214"
Subway,(414) 967-1746,"5800 N Bayshore DrMilwaukee, WI 53217"
Arby's,(414) 771-9396,"2500 N Mayfair Rd Ste M125Milwaukee, WI 53226"
Subway,(414) 425-8000,"4166 S 108th StMilwaukee, WI 53228"
McDonald's,(414) 354-9449,"9120 N Green Bay RdMilwaukee, WI 53209"
McDonald's,(414) 276-0340,"1614 E North AveMilwaukee, WI 53202"
Oakland Gyros,(414) 744-2555,"530 W Layton AveMilwaukee, WI 53207"
Cousins Subs,(414) 459-3706,"4121 N 56th StMilwaukee, WI 53216"
Arby's,(414) 462-9729,"11231 W Silver Spring DrMilwaukee, WI 53225"
Subway,(414) 774-9939,"683 S Hawley RdMilwaukee, WI 53214"
McDonald's,(414) 374-6565,"920 W North AveMilwaukee, WI 53205"
Burger King,(414) 212-8324,"175 W Layton AveMilwaukee, WI 53207"
McDonald's,(414) 354-3140,"8100 W Brown Deer RdMilwaukee, WI 53223"
Burger King,(414) 282-5597,"4651 S 27th StMilwaukee, WI 53221"
McDonald's,(414) 276-7906,"707 S 1st StMilwaukee, WI 53204"
Burger King,(414) 384-4541,"1841 S 14th StMilwaukee, WI 53204"
QDOBA Mexican Eats,(414) 332-3000,"3101 N Oakland AveMilwaukee, WI 53211"
Arby's,(414) 384-8905,"1661 Miller Park WayMilwaukee, WI 53214"
Cousins Subs,(414) 831-1171,"3104 S 27th StMilwaukee, WI 53215"
Burger King,(414) 444-9298,"5812 W Lisbon AveMilwaukee, WI 53210"
Gyro Palace,(414) 281-5199,"5308 S 27th StMilwaukee, WI 53221"
Domino's Pizza,(414) 352-5522,"6918 N Teutonia AveMilwaukee, WI 53209"
Wingstop,(414) 352-5555,"7335 W Good Hope RdMilwaukee, WI 53223"
McDonald's,(414) 210-4930,"11313 W Silver Spring DrMilwaukee, WI 53225"
Green Kitchen Inc,(414) 273-8830,"400 N Water StMilwaukee, WI 53202"
Subway,(414) 273-1677,"641 N James Lovell StMilwaukee, WI 53233"
Burger King,(414) 327-2535,"4555 W Forest Home AveMilwaukee, WI 53219"
Gyro Palace,(414) 332-2210,"5336 N Port Washington RdMilwaukee, WI 53217"
Cousins Subs,(414) 365-2010,"8538 W Brown Deer RdMilwaukee, WI 53224"
Greek Village Gyros,(414) 273-1888,"1888 N Humboldt AveMilwaukee, WI 53202"
Popeyes Louisiana Kitchen,(262) 330-0992,"1567 W National AveMilwaukee, WI 53204"
McDonald's,(414) 282-2250,"5890 S 27th StMilwaukee, WI 53221"
Burger King,(414) 988-6968,"2862 N Dr Martin Luther King Jr DrMilwaukee, WI 53212"
Popeyes Louisiana Kitchen,(414) 882-8251,"2910 W Capitol DrMilwaukee, WI 53216"
McDonald's,(414) 342-4747,"1220 N 35th StMilwaukee, WI 53208"
Arby's,(414) 482-1333,"528 W Layton AveMilwaukee, WI 53207"
McDonald's,(414) 937-3750,"2455 W Wisconsin AveMilwaukee, WI 53233"
Arby's,(414) 282-2364,"4841 S 27th StMilwaukee, WI 53221"
Subway,(414) 212-8495,"710 N Plankinton Ave Ste 106Milwaukee, WI 53203"
QDOBA Mexican Eats,(414) 389-8744,"1150 N Water StMilwaukee, WI 53202"
QDOBA Mexican Eats,(414) 431-0099,"803 N 16th StMilwaukee, WI 53233"
QDOBA Mexican Eats,(414) 847-7003,"639 W Layton AveMilwaukee, WI 53221"
Popeyes Louisiana Kitchen,(414) 710-6790,"6120 W Silver Spring DrMilwaukee, WI 53218"
Popeyes Louisiana Kitchen - Temporarily Closed,(414) 353-9925,"7525 W Good Hope RdMilwaukee, WI 53223"
Domino's Pizza,(414) 357-7775,"7613 W Good Hope RdMilwaukee, WI 53223"
Cousins Subs,(414) 446-9088,"10855 W Park PlMilwaukee, WI 53224"
Domino's Pizza,(414) 249-5901,"1828 N Farwell AveMilwaukee, WI 53202"
Kfc,(414) 536-6680,"5444 N Lovers Lane RdMilwaukee, WI 53225"
The Honey Baked Ham Company,(414) 258-1145,"817 N Mayfair RdMilwaukee, WI 53226"
Cousins Subs,(414) 224-6050,"1001 N Old World 3rd StMilwaukee, WI 53203"
Domino's Pizza,(414) 645-3303,"1338 W Forest Home AveMilwaukee, WI 53204"
Domino's Pizza,(414) 271-8990,"719 W Wisconsin AveMilwaukee, WI 53233"
Subway,(414) 963-6339,"1807 E Locust StMilwaukee, WI 53211"
Chipotle Mexican Grill,(414) 223-4710,"600 E Ogden AveMilwaukee, WI 53202"
Little Caesars Pizza,(414) 962-9444,"2831 N Oakland AveMilwaukee, WI 53211"
Chipotle Mexican Grill,(414) 389-1380,"3232 S 27th StMilwaukee, WI 53215"
Subway,(414) 276-8878,"506 E Mason StMilwaukee, WI 53202"
Cousins Subs,(414) 963-0177,"2900 N Oakland AveMilwaukee, WI 53211"
Five Guys Burgers & Fries,(414) 964-5303,"2907 N Oakland AveMilwaukee, WI 53211"
Burger King,(414) 365-3260,"8404 W Brown Deer RdMilwaukee, WI 53224"
Cousins Subs,(414) 272-0876,"324 E Wisconsin AveMilwaukee, WI 53202"
Kfc,(414) 444-2105,"3440 W Fond Du Lac AveMilwaukee, WI 53210"
Cousins Subs,(414) 272-7007,"307 E Wisconsin AveMilwaukee, WI 53202"
Cousins Subs,(414) 445-2400,"7603 W Burleigh StMilwaukee, WI 53222"
Oakland Gyros,(414) 963-1393,"2867 N Oakland AveMilwaukee, WI 53211"
The Wicked Hop,(414) 223-0345,"345 N BroadwayMilwaukee, WI 53202"
Three Brothers Restaurant,(414) 481-7530,"2414 S Saint Clair StMilwaukee, WI 53207"
Sobelman's,(414) 931-1919,"1900 W Saint Paul AveMilwaukee, WI 53233"
Mo's Irish Pub,(414) 272-0721,"142 W Wisconsin AveMilwaukee, WI 53203"
Art Bar,(414) 372-7880,"722 E Burleigh StMilwaukee, WI 53212"
Coach's Pub N Grill Inc,(414) 281-8175,"5356 S 13th StMilwaukee, WI 53221"
Envoy Restaurant & Lounge,(414) 345-5015,"2308 W Wisconsin AveMilwaukee, WI 53233"
Zi's Sports Pub and Eatery,(414) 354-1919,"8777 N Deerwood DrMilwaukee, WI 53209"
North Shore Bistro,(414) 351-6100,"8649 N Port Washington RdMilwaukee, WI 53217"
Palms Bistro and Bar,(414) 298-3000,"221 N BroadwayMilwaukee, WI 53202"
Brett's Farmhouse,(414) 358-3400,"7424 N 60th StMilwaukee, WI 53223"
Sheehan's Pub & Grill,(414) 354-3210,"8741 N Granville RdMilwaukee, WI 53224"
Harry's Bar & Grill,(414) 964-6800,"3549 N Oakland AveMilwaukee, WI 53211"
on The Clock Bar & Grill,(414) 744-2383,"4301 S Howell AveMilwaukee, WI 53207"
Lakefront Brewery,(414) 372-8800,"1872 N Commerce StMilwaukee, WI 53212"
Suite,(414) 270-9653,"1103 N Old World 3rd StMilwaukee, WI 53203"
HiHat Lounge,(414) 220-9918,"1701 N Arlington PlMilwaukee, WI 53202"
Grainger's Pub & Grill,(414) 282-9917,"3400 W Loomis RdMilwaukee, WI 53221"
Wolski's Tavern,(414) 276-8130,"1836 N Pulaski StMilwaukee, WI 53202"
Henry's Tavern,(414) 332-2772,"2523 E Belleview PlMilwaukee, WI 53211"
Palomino,(414) 747-1007,"2491 S Superior StMilwaukee, WI 53207"
The Bubbler,(414) 482-4941,"3158 S Howell AveMilwaukee, WI 53207"
The Alibi Tavern,(414) 212-8382,"6540 W Grant StMilwaukee, WI 53219"
Brass Monkey 2 Milwaukee Pub & Grill,(414) 486-0484,"700 E Layton AveMilwaukee, WI 53207"
The Red Zone Mke,(414) 570-9663,"6247 S Howell AveMilwaukee, WI 53207"
Papas Bakery,(414) 483-9003,"6055 S Howell AveMilwaukee, WI 53207"
Eddie Martini's,(414) 771-6680,"8612 W Watertown Plank RdMilwaukee, WI 53226"
Nomad World Pub,(414) 224-8111,"1401 E Brady StMilwaukee, WI 53202"
McBob's Pub and Grill,(414) 871-5050,"4919 W North AveMilwaukee, WI 53208"
Jackson's Blue Ribbon Pub,(414) 988-4485,"11302 W Bluemound RdMilwaukee, WI 53226"
Shaker's Cigar Bar,(414) 272-4222,"422 S 2nd StMilwaukee, WI 53204"
Village Pub & Grill,(414) 231-9660,"4488 N Oakland AveMilwaukee, WI 53211"
Brewski's Sports Club,(414) 475-0500,"304 N 76th StMilwaukee, WI 53213"
Oggie's Kitchen & Bar,(414) 225-3260,"411 E Mason StMilwaukee, WI 53202"
The Explorium Brewpub Third Ward,(414) 423-1365,"143 W Saint Paul AveMilwaukee, WI 53203"
Third Street Tavern,(414) 897-8137,"1110 N Dr Martin Luther King Jr DrMilwaukee, WI 53203"
Ugly's,(414) 763-3852,"1125 N Old World 3rd StMilwaukee, WI 53203"
Uncle Bucks on Third,(414) 988-0355,"1125 N Dr Martin Luther King Jr DrMilwaukee, WI 53203"
Good City Brewing - Downtown,(414) 837-5116,"333 W Juneau AveMilwaukee, WI 53203"
On Tap,(414) 810-3351,"1203 N 10th StMilwaukee, WI 53205"
Good City Brewing,(414) 539-4343,"2108 N Farwell AveMilwaukee, WI 53202"
Oscar's Bar & Grille,(414) 810-1820,"1712 W Pierce StMilwaukee, WI 53204"
Dale Z's on Tour,(414) 483-2030,"3585 S Howell AveMilwaukee, WI 53207"
Cloud Red,(414) 231-9660,"4488 N Oakland AveMilwaukee, WI 53211"
Three Lions Pub,(414) 763-6992,"4515 N Oakland AveMilwaukee, WI 53211"
Tall Guy & A Grill Catering,(414) 777-0770,"6735 W Lincoln AveMilwaukee, WI 53219"
Allgauer's Bistro & Pub In The Park / Northern Pints Patio,(414) 577-5000,"11600 W Park PlMilwaukee, WI 53224"
Monreal's Encore Gentlemen's Club,(414) 257-0234,"101 S Dana City, Milwaukee WI, 53214Milwaukee, WI 53214"
East Town Kitchen + Bar,(414) 847-3162,"625 N Milwaukee StMilwaukee, WI 53202"
Fourtytwo Lounge,(414) 988-9982,"324 E Mason StMilwaukee, WI 53202"
Hooters,(414) 276-9464,"135 W Wisconsin AveMilwaukee, WI 53203"
Wahlburgers,(414) 223-3005,"322 N BroadwayMilwaukee, WI 53202"
Whitetailmke,(414) 810-0390,"1110 N Dr Martin Luther King Jr DrMilwaukee, WI 53203"
The Pub Club,(414) 988-5000,"1103 N Old World 3rd StMilwaukee, WI 53203"
The Mecca Sports Bar and Grill,(414) 908-0401,"1134 N Vel R Phillips AveMilwaukee, WI 53203"
Jim's Time Out,(414) 982-4983,"746 N James Lovell StMilwaukee, WI 53233"
Y-Not II,(414) 347-9972,"706 E Lyon StMilwaukee, WI 53202"
Points East Pub,(414) 277-0122,"1501 N Jackson StMilwaukee, WI 53202"
Milwaukee Fortress,(414) 585-0880,"615 E Brady StMilwaukee, WI 53202"
Jackson's Blue Ribbon Pub,(414) 276-7271,"1203 N 10th StMilwaukee, WI 53205"
DIX Milwaukee,(414) 231-9085,"739 S 1st StMilwaukee, WI 53204"
Jack's American Pub,(414) 763-2830,"1323 E Brady StMilwaukee, WI 53202"
Steny's Tavern,(414) 672-7139,"800 S 2nd StMilwaukee, WI 53204"
The Standard Tavern,(414) 982-4982,"1754 N Franklin PlMilwaukee, WI 53202"
Club Brady,(414) 278-0188,"1339 E Brady StMilwaukee, WI 53202"
Camacho's Bar,(414) 223-0496,"631 S 6th StMilwaukee, WI 53204"
Caffrey's Pub,(414) 933-9047,"717 N 16th StMilwaukee, WI 53233"
Sobelman's,(414) 933-1601,"1601 W Wells StMilwaukee, WI 53233"
Murphy's Irish Pub,(414) 344-0116,"1615 W Wells StMilwaukee, WI 53233"
Skybox Sports Bar,(414) 810-0763,"2213 N Dr Martin Luther King Jr DrMilwaukee, WI 53212"
Strange Town,(414) 885-0404,"2101 N Prospect AveMilwaukee, WI 53202"
Harp & Shamrock,(414) 933-6080,"2106 W Wells StMilwaukee, WI 53233"
Southport Bar & Grill,(414) 291-8990,"1815 E Kenilworth PlMilwaukee, WI 53202"
Vintage Bar,(414) 226-2303,"2203 N Prospect AveMilwaukee, WI 53202"
Big Larry's,(414) 265-9878,"2378 N 12th StMilwaukee, WI 53206"
Bamboo Lounge,(414) 763-5019,"201 W Mitchell StMilwaukee, WI 53204"
Company Brewing,(414) 930-0909,"735 E Center StMilwaukee, WI 53212"
The 4th Quarter Sports Bar and Grill,(414) 264-4163,"2722 N Dr Martin Luther King Jr DrMilwaukee, WI 53212"
Lopez Bakery & Restaurant,(414) 672-1830,"1100 W Historic Mitchell StMilwaukee, WI 53204"
Bosco's On Burleigh,(414) 264-3500,"1000 E Burleigh StMilwaukee, WI 53212"
Anna's Tap,(414) 643-9564,"1838 W Grant StMilwaukee, WI 53215"
Cactus Club,(414) 897-0663,"2496 S Wentworth AveMilwaukee, WI 53207"
